English Title,Tagalog Title,Meaning
Corruption,Katiwalian,"Ang katiwalian sa nobela ay ipinakita sa mga pinunong ginamit ang kapangyarihan para sa pansariling kapakinabangan."
Corruption,Katiwalian,"Ang mga prayle ay sumisimbolo sa katiwaliang moral, ginamit ang relihiyon bilang takip sa kanilang kasakiman."
Corruption,Katiwalian,"Ipinakita ni Rizal na ang katiwalian ay nag-ugat sa takot, kamangmangan, at kawalan ng pananagutan ng mga pinuno."
Corruption,Katiwalian,"Ang sistema ng gobyerno sa nobela ay puno ng pandaraya at pakikipagsabwatan sa mga mayayaman at makapangyarihan."
Corruption,Katiwalian,"Ang katiwalian ay nagdulot ng kawalan ng tiwala ng mga mamamayan sa hustisya at sa mismong simbahan."
Corruption,Katiwalian,"Ang katiwalian ay naging ugat ng pagdurusa ng mga Pilipino, dahil sa mga pinunong inuuna ang sarili kaysa sa bayan."
Corruption,Katiwalian,"Ang mga prayleng mapagkunwari ay ginamit ang kaban ng simbahan bilang kasangkapan ng kanilang luho at impluwensya."
Corruption,Katiwalian,"Ang kawalan ng pananagutan ng mga opisyal ay nagpapatibay sa kulturang tiwali at bulok na sistema ng pamahalaan."
Corruption,Katiwalian,"Ipinakita ni Rizal na ang katiwalian ay hindi lamang nasa pamahalaan, kundi sa puso ng mga taong takot lumaban sa mali."
Corruption,Katiwalian,"Ang katiwalian ay sumisira hindi lamang sa batas kundi sa dangal at moralidad ng buong lipunan."
Corruption,Katiwalian,"Ang katiwalian sa nobela ay hindi lamang gawa ng mga may kapangyarihan, kundi ng katahimikan ng mga taong natutong makibagay."
Corruption,Katiwalian,"Ang sistemang kolonyal ay naging pugad ng katiwalian, kung saan ang hustisya ay naipagbibili sa may kayamanan."
Corruption,Katiwalian,"Ang katiwalian ng mga pinuno ay salamin ng isang lipunang nakalimot sa tunay na diwa ng paglilingkod."
Corruption,Katiwalian,"Sa bawat kasinungalingan at pandaraya, unti-unting nawawala ang pag-asa ng mga mamamayang naghahangad ng pagbabago."
Corruption,Katiwalian,"Ang nobela ay nagsilbing babala ni Rizal na ang katiwalian, kapag hindi nilabanan, ay nagiging pamantayan ng lipunan."
Oppression of Women,Pang-aapi sa Kababaihan,"Ang kababaihan sa nobela ay ipinakita bilang biktima ng lipunang pinamumunuan ng mga lalaking makasarili at mapanghusga."
Oppression of Women,Pang-aapi sa Kababaihan,"Si Maria Clara ay sumasagisag sa kababaihang inaalisan ng kalayaan at tinatali sa mga kautusan ng simbahan."
Oppression of Women,Pang-aapi sa Kababaihan,"Ang pagdurusa ni Sisa ay larawan ng kababaihang nawalan ng boses sa harap ng pang-aabuso at kawalang-katarungan."
Oppression of Women,Pang-aapi sa Kababaihan,"Ang lipunan sa nobela ay nagturo na ang babae ay dapat masunurin at tahimik, na nagiging dahilan ng kanilang pagdurusa."
Oppression of Women,Pang-aapi sa Kababaihan,"Ipinakita ni Rizal na ang pang-aapi sa kababaihan ay hindi lamang pisikal kundi emosyonal at espiritwal."
Oppression of Women,Pang-aapi sa Kababaihan,"Ang mga babae sa nobela ay tinuruan ng lipunan na tumahimik, kaya’t ang kanilang sakit ay nanatiling lihim na sigaw."
Oppression of Women,Pang-aapi sa Kababaihan,"Si Sisa ay naging simbolo ng inaapi at inaping ina, na ang tanging sandata ay pagmamahal sa kanyang mga anak."
Oppression of Women,Pang-aapi sa Kababaihan,"Ang kababaihan ay ginamit bilang kasangkapan ng simbahan upang mapanatili ang imahe ng kabanalan at pagsunod."
Oppression of Women,Pang-aapi sa Kababaihan,"Ang pagkakakulong ni Maria Clara sa kumbento ay sagisag ng kawalan ng kalayaan ng kababaihang Pilipina sa panahong kolonyal."
Oppression of Women,Pang-aapi sa Kababaihan,"Sa katahimikan ng kababaihan, makikita ang pinakatapat na anyo ng paghihirap at pagtitiis sa lipunang mapanghusga."
Oppression of Women,Pang-aapi sa Kababaihan,"Ang kababaihan sa nobela ay biktima ng sistemang nagpapanggap na moral, ngunit tunay na mapang-api."
Oppression of Women,Pang-aapi sa Kababaihan,"Ang katahimikan ni Maria Clara ay nagtatago ng daing ng mga kababaihang walang karapatang pumili ng sariling kapalaran."
Oppression of Women,Pang-aapi sa Kababaihan,"Ang pang-aapi sa kababaihan ay nagsimula sa paniniwalang ang babae ay dapat manatiling masunurin at walang boses."
Oppression of Women,Pang-aapi sa Kababaihan,"Si Rizal ay gumamit ng mga babaeng karakter upang ipakita na ang kababaihan ay may dignidad at kakayahang magmahal nang wagas, kahit inaapi."
Oppression of Women,Pang-aapi sa Kababaihan,"Ang nobela ay panawagan upang kilalanin ang kababaihan hindi bilang pag-aari ng lipunan, kundi bilang haligi ng karangalan at pagbabago."
Hope and Reform,Pag-asa at Reporma,"Ang pagnanais ni Ibarra na magtayo ng paaralan ay sagisag ng pag-asa sa pagbabago sa pamamagitan ng edukasyon."
Hope and Reform,Pag-asa at Reporma,"Ang reporma sa nobela ay hindi bunga ng dahas kundi ng kabatiran at pagkakaisa ng mamamayan."
Hope and Reform,Pag-asa at Reporma,"Ipinakita ni Rizal na sa kabila ng pang-aapi, nananatiling buhay ang pag-asa sa puso ng mga taong naniniwala sa kabutihan."
Hope and Reform,Pag-asa at Reporma,"Si Elias ay nanindigan na ang tunay na reporma ay nagsisimula sa loob—sa pagbabago ng isip at puso ng tao."
Hope and Reform,Pag-asa at Reporma,"Ang pag-asa sa nobela ay liwanag na patuloy na nagniningning kahit sa gitna ng dilim ng kawalang-katarungan."
Hope and Reform,Pag-asa at Reporma,"Ang pag-asa ay nananatiling sandigan ng mga tauhan kahit paulit-ulit silang biguin ng lipunan."
Hope and Reform,Pag-asa at Reporma,"Ipinakita ng nobela na ang tunay na reporma ay nangangailangan ng tapang at pagtitiwala sa kapangyarihan ng kabutihan."
Hope and Reform,Pag-asa at Reporma,"Ang kabiguan ni Ibarra ay hindi katapusan, kundi simula ng panibagong pag-asa para sa bayan."
Hope and Reform,Pag-asa at Reporma,"Ang reporma ay hindi makakamtan hangga’t nananatiling bulag ang lipunan sa pang-aabuso at kasinungalingan."
Hope and Reform,Pag-asa at Reporma,"Sa bawat pagkadapa ng mga tauhan, ipinakita ni Rizal na may muling pagbangon at pag-asang hindi kailanman namamatay."
Hope and Reform,Pag-asa at Reporma,"Ang pag-asa ni Ibarra ay umusbong sa paniniwalang kayang baguhin ng kabataan ang kinabukasan ng bayan."
Hope and Reform,Pag-asa at Reporma,"Ang reporma ay bunga ng pagkakaisa at pagkilos, hindi ng takot o bulag na pagsunod."
Hope and Reform,Pag-asa at Reporma,"Sa bawat pagdurusa, lumilitaw ang pag-asa na may araw ding gigising ang lipunan sa katotohanan."
Hope and Reform,Pag-asa at Reporma,"Ang pag-asa sa nobela ay naging kalasag laban sa pang-aapi at simbolo ng panibagong umaga para sa mga Pilipino."
Hope and Reform,Pag-asa at Reporma,"Ipinakita ni Rizal na ang tunay na reporma ay nagsisimula sa pagkamulat ng bawat puso tungo sa pagkakaisa at katarungan."
