book_title,chapter_number,chapter_title,sentence_number,sentence_text
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,5,Nagmakaawa si Sisa ngunit di nagpatinag ang mga gwardiya at kinaladkad ito.
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,6,Sakto naman na kakatapos lang ng misa sa mga oras na ‘yon dahilan kung bakit mas lumubog si Sisa sa kahihiyan.
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,7,Payukong lumakad si Sisa ngunit sa kasawiang palad ay napatid siya sa bato dahilan ng pagkasubsob nito sa maalikabok na daan.
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,8,Batid ni Sisa na siya ang pinagbubulungan at pinagtsitsismisan ng mga tao sa paligid.
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,9,Dalawang oras ding nakulong si Sisa sa piitan bago ito tuluyang nakalabas.
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,10,Nang makauwi sa kanilang dampa ay agad niyang hinanap ang mga anak.
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,11,Ngunit wala siyang naabutan doon kundi ang punit at may dugong damit ni Basilio.
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,12,Dahil sa lungkot at pagdaramdam nito ay nawala sa katinuan si Sisa.
Noli Me Tangere,21,Ang Kasaysayan ni Sisa,13,Kinaumagahan ay masayang nagpagala-gala si Sisa habang nagtatatalon at kumakanta.
Noli Me Tangere,22,Ang Liwanag at Dilim,1,Tatlong araw pinaghandaan ng bayan ng San Diego ang magaganap na kapistahan.
Noli Me Tangere,22,Ang Liwanag at Dilim,2,Usap- usapan sa bayan ang pagdating ni Maria Clara at Tiya Isabel.
Noli Me Tangere,22,Ang Liwanag at Dilim,3,Kumalat din ang balitang pagkikita nila Ibarra at Maria Clara na siyang ikinagalit ni Padre Salvi.
Noli Me Tangere,22,Ang Liwanag at Dilim,4,Natigil ang lahat sa pag-uusap ng dumating si Ibarra sa bahay nila Maria Clara sakay sa isang karwahe.
Noli Me Tangere,22,Ang Liwanag at Dilim,5,Nais ng dalawang magkasintahan na magkaroong ng piknik sa tabing ilog kasama ang mga kaibigan nito.
Noli Me Tangere,22,Ang Liwanag at Dilim,6,Hiling ng dalaga kay Ibarra na kung maaari ay wag na sanang isama si Padre Salvi sa kanilang piknik dahil hindi ito komportable kapag ito ay nasa paligid.
Noli Me Tangere,22,Ang Liwanag at Dilim,7,Bagay na di sinang-ayunan ni Ibarra.
Noli Me Tangere,22,Ang Liwanag at Dilim,8,Aniya si Padre Salvi ay panauhin ni Maria Clara at maganda naman ang pakikitungo nito kay Ibarra.
Noli Me Tangere,22,Ang Liwanag at Dilim,9,Titiyakin ni Ibarra na sa ibang bangka sasakay si Padre Salvi para hindi ito makasama sa paglalayag.
Noli Me Tangere,22,Ang Liwanag at Dilim,10,"Habang nag-uusap ang dalawa ay biglang dumating si Padre Salvi, nagpaalam si Maria Clara upang magpahinga."
Noli Me Tangere,22,Ang Liwanag at Dilim,11,Inimbitahan ni Ibarra si Padre Salvi sa kanilang gaganapin na piknik at pumayag naman ito.
Noli Me Tangere,22,Ang Liwanag at Dilim,12,Paglubog ng araw ay nagpaalam na rin si Ibarra kay Padre Salvi.
Noli Me Tangere,22,Ang Liwanag at Dilim,13,Habang pauwi ay may isang lalaki ang humingi ng tulong kay Ibarra.
Noli Me Tangere,22,Ang Liwanag at Dilim,14,Ayon sa lalaki ay nawawala ang kanyang mga anak at nawalan nang bait ang kanyang asawa.
Noli Me Tangere,22,Ang Liwanag at Dilim,15,Isinama ni Ibarra ang lalaki at nagpatuloy sa pagkukuwento.
Noli Me Tangere,23,Ang Piknik,1,Madaling araw palang ay naghanda na ang magkakaibigan sa gaganaping piknik sa tabing ilog.
Noli Me Tangere,23,Ang Piknik,2,Kasama rin sa piknik ang mga kawaksi at matatandang babae.
Noli Me Tangere,23,Ang Piknik,3,"Ang magkakaibigang Maria Clara, Iday, Victorina, Neneng, at Sinang ay magkakasama sa iisang bangka."
Noli Me Tangere,23,Ang Piknik,4,Punong puno ng tawanan ang mga kababaihan habang patungo sa bangkang sasakyan.
Noli Me Tangere,23,Ang Piknik,5,Nang makaharap naman nila ang mga kalalakihan ay bigla silang naging mahinhin.
Noli Me Tangere,23,Ang Piknik,6,Sa paglalayag ay nagkaroon ng limang maliliit na butas ang bangkang sinasakyan ng mga kalalakihan kaya agad na naglipatan sa bangkang sinasakyan ng mga kababaihan.
Noli Me Tangere,23,Ang Piknik,7,Tumahimik at tumigil sa pagtatawanan ang mga dalaga dahil sa hiya nila.
Noli Me Tangere,23,Ang Piknik,8,Upang hindi mainip sa paglalakbay ay umawit sa Maria Clara ng kundiman.
Noli Me Tangere,23,Ang Piknik,9,Nang kumulo na ang tubig na pagsisigangan ay nagsimula nang manghuli ang mga binata ng isda.
Noli Me Tangere,23,Ang Piknik,10,Bigo naman silang makahuli ng isda dahil sa biglang pagsulpot ng buwaya.
Noli Me Tangere,23,Ang Piknik,11,Tumalon si Elias sa ilog upang labanan ang buwaya dahilan nang pagkabahala ng mga dalaga.
Noli Me Tangere,23,Ang Piknik,12,Hindi naman kinaya ni Elias ang lakas nito kaya nilundag na rin ni Ibarra ang ilog upang talunin ang buwaya.
Noli Me Tangere,23,Ang Piknik,13,Nagpatuloy ang magkakaibigan sa pangingisda hanggang sa sila ay makahuli ng sariwang isda.
Noli Me Tangere,23,Ang Piknik,14,Sama-samang nananghalian ang mga binata’t dalaga sa silong ng puno na malapit sa ilog.
Noli Me Tangere,24,Sa Kagubatan,1,Umaga palang nang makatapos na si Padre Salvi sa kanyang pagmimisa.
Noli Me Tangere,24,Sa Kagubatan,2,Hindi natapos ng pari ang kanyang umagahan dahil agad itong umalis patungo sa piknik sakay ng karwahe.
Noli Me Tangere,24,Sa Kagubatan,3,Malayu-layo pa lang ay pinahinto na nito ang karwahe nang may narinig na ingay.
Noli Me Tangere,24,Sa Kagubatan,4,Sinundan ni Padre Salvi ang ingay at nakita niya nagtatawanang mga dalaga.
Noli Me Tangere,24,Sa Kagubatan,5,Nagtago si Padre Salvi sa isang malaking puno habang pinapakinggan at pinagmamasdan ang mga kababaihang nagtatampisaw sa ilog.
Noli Me Tangere,24,Sa Kagubatan,6,Gustong gusto na rin lumusong ng pari sa ilog upang sundan ang mga dalaga ngunit napigilan naman niya ang sarili.
Noli Me Tangere,24,Sa Kagubatan,7,Napadaan si Sisa sa piknik ngunit umalis din agad.
Noli Me Tangere,24,Sa Kagubatan,8,Naging usapan sa salu-salo ang balitang pagkawala ng mga anak ni Sisa bagay na pinagtalunan ni Don Filipo at Padre Salvi.
Noli Me Tangere,24,Sa Kagubatan,9,Ayon kay Don Filipo ay mas pinahahalagahan pa ang dalawang onsa na nawala kaysa sa pagkawala ng mga bata.
Noli Me Tangere,24,Sa Kagubatan,10,Agad namang pumagitna sa usapan ng dalawa si Ibarra upang di na umabot sa malaking gulo.
Noli Me Tangere,24,Sa Kagubatan,11,Nakisali si Ibarra sa mga naglalaro ng Gulong ng Kapalaran.
Noli Me Tangere,24,Sa Kagubatan,12,Sinubukan niyang itanong sa gulong kung possible bang matupad ang kaniyang mga plano.
Noli Me Tangere,24,Sa Kagubatan,13,Subalit saktong natapat ang dais sa sagot na pangarap lamang.
Noli Me Tangere,24,Sa Kagubatan,14,Hindi naman sumang-ayon si Ibarra sa kinalabasan ng laro dahil may sapat nang katibayan at pinahintulutan na din ang pagpapatayo ng bahay-paaralan sa kanilang lugar.
Noli Me Tangere,24,Sa Kagubatan,15,Hinati ni Ibarra ang kasulatan at binigay ito kina Maria Clara at Sinang.
Noli Me Tangere,24,Sa Kagubatan,16,Nang dumating si Padre Salvi ay agad na pinunit ang kasulatan ng walang pahintulot.
Noli Me Tangere,24,Sa Kagubatan,17,"Ayon sa pari, isang malaking pagkakasala ang maniwala sa mga kasulatang iyon."
Noli Me Tangere,24,Sa Kagubatan,18,"Sa dala ng inis, sinagot ni Albino ang kura."
Noli Me Tangere,24,Sa Kagubatan,19,Aniya mas malaking pagkakasala ang mangialam sa pag-aari ng iba.
Noli Me Tangere,24,Sa Kagubatan,20,Dahil sa narinig ay galit na umalis ang kura pabalik sa kumbento.
Noli Me Tangere,24,Sa Kagubatan,21,"Habang nagpapatuloy ang lahat sa kani-kanilang gawain, dumating ang mga gwardiya sibil at sarhento."
Noli Me Tangere,24,Sa Kagubatan,22,Dumating sila upang dakipin si Elias na pinagbibintangang nanakit kay Padre Damaso.
Noli Me Tangere,24,Sa Kagubatan,23,Hinalughog ng mga gwardiya sibil ang buong kagubatan upang hanapin si Elias ngunit nabigo ang mga ito.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,1,Nagtungo si Ibarra sa bahay ni Pilosopo Tasyo upang humingi ng suhestiyon sa ipapatayong paaralan.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,2,"Naabutan niyang nagsusulat si Pilosopo Tasyo gamit ang mga simbolong hayop, bilog, bulaklak, paa, daliri, at kamay."
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,3,Nagtaka si Ibarra kung bakit ganun ang kanyang sinusulat.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,4,"Ayon kay Pilosopo Tasyo, nagsusulat siya sa ganung pamamaraan upang hindi ito maintindihan ng mambabasa."
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,5,Agad namang nagtaka si Ibarra at inakalang baliw ang matanda.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,6,"Ayon sa paliwanag ni Pilosopo Tasyo, ang kanyang sinusulat ay hindi para sa kasalukuyan kundi sa mga susunod na henerasyong darating."
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,7,Kung mababasa ng awtoridad ang kanyang sinulat ay paniguradong susunugin ang mga ito.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,8,Naisip ni Ibarra na lumapit kay Pilosopo Tasyo dahil batid niyang dito rin lumalapit ang ama na si Don Rafael upang humingi ng payo.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,9,Inilabas ni Ibarra ang kanyang mga papeles at sinabi ang planong pagpapatayo ng paaralan.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,10,Sinabi ni Pilosopo Tasyo na hindi dapat siya ang nilapitan ni Ibarra kung payo ang kailangan nito dahil baka akalain ng ibang tao na baliw din si Ibarra kung kakaiba ang pananaw nito sa mas nakakarami.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,11,"Ipinayo ni Pilosopo Tasyo na kumonsulta si Ibarra sa kura, alkalde, at sa lahat ng may mga katungkulan."
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,12,Maaaring ang mga taong ito ay magbibigay ng masasamang plano ngunit hindi nangangahulugan ng pagsunod.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,13,"Ayon kay Pilosopo Tasyo, magtatagumpay lamang ang mga plano nito kung tutulungan ng pamahalaan at hindi naman matutuloy kung hindi ito tutulong."
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,14,Batid pa niya na kayang kayang durugin ng simbahan ang mga pangarap na ito.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,15,"Gayunpaman, malaki ang paniniwala ni Ibarra na siya ay tutulungan ng kapwa bayan at pamahalaan."
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,16,"Ayon pa kay Pilosopo Tasyo, ang gobyerno ay kagamitan lang ng simbahan."
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,17,Matatag ito ngunit sa sandaling iwanan ito ng simbahan ay babagsak din.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,18,Hindi sumasang-ayon si Ibarra sa mga sinasabi ni Pilosopo Tasyo lalo pa nung sabihin nito na kung nais niyang magkaroon ng katuparan ang kanyang mga plano ay marapat lang na yumuko muna siya sa mga makapangyarihan.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,19,Kung hindi niya ito gagawin ay malabong may  mangyari sa kanyang mga plano.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,20,Hindi matanggap ni Ibarra ang pananaw na ito ni Pilosopo Tasyo dahil iba ang pananaw na kinalakihan nito mula sa Europa.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,21,"Ayon kay Pilosopo Tasyo, hindi katanggap-tanggap ang ganitong prinsipyo, dahil ang lupang nais pag-anihan ni Ibarra ay pagmamay-ari ng kanyang kaaway."
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,22,"Dagdag pa ng pilosopo, hindi sapat ang kayamanan at kabutihan ng loob."
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,23,Dapat ring maunawaan ni Ibarra na ang lupang nais pagtaniman ay puno pa ng mga damo.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,24,Batid ni Ibarra ang kahalagahan ng payo ni Tasyo ngunit hindi parin siya nawawalan ng loob.
Noli Me Tangere,25,Sa Bahay ni Pilosopo Tasyo,25,Kung sakaling hindi magtagumpay ang mga plano ni Maaaring hindi magtagumpay ang planong ito ngunit naniniwala siya na mayroong uusbong na punla na siyang magpapatuloy sa pangarap na sinimulan ni Pilosopo Tasyo.
Noli Me Tangere,26,Ang Araw Bago ang Pista,1,Bago palang ang araw ng pista sa San Diego ay abala na ang lahat sa paghahanda.
Noli Me Tangere,26,Ang Araw Bago ang Pista,2,"Masaya ang bawat tahanan, ang bawat kalye, ang simbahan, at ang sabungan."
Noli Me Tangere,26,Ang Araw Bago ang Pista,3,Ang paligid ay napapaligiran ng banderitas at dekorasyon.
Noli Me Tangere,26,Ang Araw Bago ang Pista,4,Maririnig na din musika at mga tunog ng paputok.
Noli Me Tangere,26,Ang Araw Bago ang Pista,5,Abala na rin ang mga kababaihan sa pagluluto ng handa.
Noli Me Tangere,26,Ang Araw Bago ang Pista,6,Bawat tahanan ay makakakitaan ng mga panauhin.
Noli Me Tangere,26,Ang Araw Bago ang Pista,7,Makikita rin sa bayan ang malaking entablado na pagtatanghalan ng mga sikat na mandudula galing Tondo.
Noli Me Tangere,26,Ang Araw Bago ang Pista,8,Walang tigil sa paglakad ang mga tao at nagtatakbuhan naman ang mga bata.
Noli Me Tangere,26,Ang Araw Bago ang Pista,9,"Ang pagdiriwang ay katulad sa eksena ng normal na piSta. Habang may kanya kanyang gawain ang lahat, abala din ang mga taong kinontrata ni Ibarra sa pagpapatayo ng paaralan."
Noli Me Tangere,26,Ang Araw Bago ang Pista,10,"May naghuhukay ng lupa, naghahalo ng simyento, at may naghahakot ng bato."
Noli Me Tangere,26,Ang Araw Bago ang Pista,11,Si Nol Juan ang naatasan upang mamahala sa proyekto.
Noli Me Tangere,26,Ang Araw Bago ang Pista,12,Ang lahat ng gastos sa pinapatayong gusali ay sagot ni Ibarra.
Noli Me Tangere,26,Ang Araw Bago ang Pista,13,Hindi niya tinatanggap ang anumang tulong mula sa mayayaman at sa mga pari.
Noli Me Tangere,26,Ang Araw Bago ang Pista,14,Ang ipapatayong paaralan ay iginaya sa eskwelahan sa Europa.
Noli Me Tangere,26,Ang Araw Bago ang Pista,15,Kung saan ay hiwalay ang mga babae sa lalaki.
Noli Me Tangere,26,Ang Araw Bago ang Pista,16,Bukod sa may magagarang silid-aralan may nakalaan ding malawak na espasyo para sa pagtatanim ng mga gulay.
Noli Me Tangere,26,Ang Araw Bago ang Pista,17,Lalagyan din ito ng piitan para sa mga batang tamad mag-aral at sa tabi naman ay palaruan para sa mababait na bata.
Noli Me Tangere,26,Ang Araw Bago ang Pista,18,Marami ang humanga sa ginawang ito ni Ibarra ngunit pinayuhan parin siya ni Pilosopo Tasyo na mag-ingat sa mga kaaway na palihim siyang tinitira.
Noli Me Tangere,27,Sa Pagtatakipsilim,1,"Malaki ang handaan sa bahay ni Kapitan Tiago at kaniyang pinagmamalaki na panauhin niya si Crisostomo Ibarra, ang kanyang magiging manugang."
Noli Me Tangere,27,Sa Pagtatakipsilim,2,Tanyag sa Manila si Ibarra.
Noli Me Tangere,27,Sa Pagtatakipsilim,3,Ginawan siya ng artikulo na may pamagat na “Tularan Ninyo Siya”.
Noli Me Tangere,27,Sa Pagtatakipsilim,4,Sinasamantala ni Kapitan Tiago ang kasikatan ng binata at umaasa na kasama siyang mapuri sa mga pahayagan.
Noli Me Tangere,27,Sa Pagtatakipsilim,5,Sa gabing iyon din ay hinandugan ni Kapitan Tiago si Maria Clara ng isang laket na may dyamante at Esmeralda.
Noli Me Tangere,27,Sa Pagtatakipsilim,6,Masayang nagharap si Kapitan Tiago at Ibarra.
Noli Me Tangere,27,Sa Pagtatakipsilim,7,Nagmungkahi naman si Kapitan Tiago na ipangalan ang pinapatayong paaralan kay San Francisco.
Noli Me Tangere,27,Sa Pagtatakipsilim,8,Niyaya ng mga kababaihan si Ibaraa at Maria Clara upang mamasyal at pinaunlakan naman ng dalawa ang paanyaya.
Noli Me Tangere,27,Sa Pagtatakipsilim,9,Bilin ni Kapitan Tiago na maagang umuwi ang dalaga dahil kasalo nila sa hapunan ni Padre Damaso.
Noli Me Tangere,27,Sa Pagtatakipsilim,10,Inanyayahan din ni Kapitan Tiago si Ibarra na makasama sa nasabing hapunan upang magkaayos ang binata at ang pari ngunit nagdahilan si Ibarra na may panauhin din siyang darating.
Noli Me Tangere,27,Sa Pagtatakipsilim,11,Patuloy sa paglalakad ang mga dalaga kasama ang magkasintahan na sina Maria Clara at Crisostomo Ibarra.
Noli Me Tangere,27,Sa Pagtatakipsilim,12,Isinama din nila si Sinang ng mapadaan ang mga ito sa kanila.
Noli Me Tangere,27,Sa Pagtatakipsilim,13,Sa bayan ay may nakita silang isang ketongin na pinandidirihan at nilalayuan ng mga tao.
Noli Me Tangere,27,Sa Pagtatakipsilim,14,"Naawa si Maria Clara sa ketongin, lumapit ito at ibinigay niya ang laket na iniregalo ng ama."
Noli Me Tangere,27,Sa Pagtatakipsilim,15,Lumapit naman ang baliw na si Sisa sa ketongin.
Noli Me Tangere,27,Sa Pagtatakipsilim,16,Tinuro niya ang kampanaryo sabay sabing nandoon daw ang kanyang mga anak.
Noli Me Tangere,27,Sa Pagtatakipsilim,17,Umalis ang ketongin dala ang bigay na laket ni Maria Clara.
Noli Me Tangere,27,Sa Pagtatakipsilim,18,Natuklasan ni Maria Clara na marami ang mahihirap sa lugar na iyon.
Noli Me Tangere,28,Ilang Sulat,1,Nailatha sa pahayagan sa Manila ang mga kaganapan na nangyari sa araw ng pista ng San Diego.
Noli Me Tangere,28,Ilang Sulat,2,"Kasama sa balita ang mga sikat na tao sa San Diego, ang mga pari, maging ang pagtatanghal kasama na ang mga artistang nagsipagganaP. Nasiyahan ang mga Kastila sa komedyang nasa wikang Kastila."
Noli Me Tangere,28,Ilang Sulat,3,At masaya namang pinanood ng mga Pilipino ang komedyang nakasalin sa wikang Tagalog.
Noli Me Tangere,28,Ilang Sulat,4,Ngunit si Crisostomo Ibarra ay walang dinaluhan alinman sa dalawa.
Noli Me Tangere,28,Ilang Sulat,5,Kinabukasn ay nagdaos ng isang prusisyon para sa mga santo’t santa.
Noli Me Tangere,28,Ilang Sulat,6,Nagkaroon din ng sayawan sa pangunguna ng mag-amang sina Kapitan Tiago at Maria Clara bagay na ikinainis ng dalaga.
Noli Me Tangere,28,Ilang Sulat,7,Gumawa ng liham ang dalagang si Maria Clara sa kanyang minamahal na si Crisostomo Ibarra.
Noli Me Tangere,28,Ilang Sulat,8,Isang liham ng pag-aalala dahil ilang araw na itong hindi nagpapakita.
Noli Me Tangere,28,Ilang Sulat,9,Ipinaabot ni Maria Clara ang liham sa kapatid-kapatirang si Andeng.
Noli Me Tangere,29,Ang Araw ng Pista,1,Maagang nagising ang mamamayan dahil sa tunog na dala ng umiikot na banda ng musiko.
Noli Me Tangere,29,Ang Araw ng Pista,2,Maririnig din ang ingay na hatid ng kalembang ng kampana at mga tunog ng paputok.
Noli Me Tangere,29,Ang Araw ng Pista,3,Magarbo ang mga kasuotan ng lahat kahit ang mga sabungero.
Noli Me Tangere,29,Ang Araw ng Pista,4,Ngunit tanging si Pilosopo Tasyo lang ang hindi nagpalit ng kasuotan.
Noli Me Tangere,29,Ang Araw ng Pista,5,Para sa matanda ay pagsasayang lang ng pera at pagpapakitang tao ang pagdiriwang na iyon.
Noli Me Tangere,29,Ang Araw ng Pista,6,Sa halip na aksayahin ay dapat ilaan nalang ang mga perang ito sa mas kapakipakinabang na bagay.
Noli Me Tangere,29,Ang Araw ng Pista,7,Ganun din naman ang pananaw ni Don Filipo ngunit wala siyang lakas ng loob para di sumang-ayon sa pag-uutos ng pari.
Noli Me Tangere,29,Ang Araw ng Pista,8,Alas-otso na ng magsimula ang prusisyon ng mga santo at santa.
Noli Me Tangere,29,Ang Araw ng Pista,9,Nagtapos ang prusisyon sa tapat ng bahay Kapitan Tiago kung saan nag-aabang sina Maria Clara at Crisostomo Ibarra kasama na ang iba pang panauhin na Kastila.
Noli Me Tangere,30,Sa Simbahan,1,Marami ang taong pumunta sa simbahan upang makinig sa misa.
Noli Me Tangere,30,Sa Simbahan,2,Hindi maiwasan ang tulakan at gitgitan sa dami ng taong naroroon.
Noli Me Tangere,30,Sa Simbahan,3,Bali-balitang nagkakahalaga daw ng dalawang daan at limampung piso ang misa sa araw ng kapistahan.
Noli Me Tangere,30,Sa Simbahan,4,Sa kamahalan ay hindi nalalayo ang binabayad sa komedya na nagtatanghal ng tatlong araw.
Noli Me Tangere,30,Sa Simbahan,5,Ngunit paliwanag naman ng maestrong kapatiran ni San Francisco na mas gugustuhin pa niyang gumastos ng mahal sa pakikinig sa sermon kaysa sa panonood ng komedya dahil ang mga kaluluwang nanonood sa komedya ay napupunta sa impyerno at ang mga kaluluwa namang nakikinig sa sermon ay napupunta sa langit.
Noli Me Tangere,30,Sa Simbahan,6,Hindi naman agad nagsimula ang misa dahil wala pa ang alkalde mayor na sinasadya namang magpahuli upang mapansin ng lahat ang kanyang pagdating suot ang nagkikislapang medalya na simbolo ng kanyang tungkulin sa pamahalaan.
Noli Me Tangere,30,Sa Simbahan,7,Nang dumating ang alkalde ay sinimulan na agad ang misa.
Noli Me Tangere,30,Sa Simbahan,8,Tumindig sa pulpito ang pari na parang sinasabi na siya ay isang Franciscano na dapat sundin.
Noli Me Tangere,31,Ang Sermon,1,Nagsimula na si Padre Damaso sa kanyang sermon nang makita niyang nakatuon na ang paningin ng lahat ng tao sa kanya.
Noli Me Tangere,31,Ang Sermon,2,Sinimulan niya ang sermon sa pamamagitan ng pagbibigay ng isang salita mula sa Bibliya.
Noli Me Tangere,31,Ang Sermon,3,Namangha sina Padre Sibyla at Padre Martin sa magandang bwelo ng pari.
Noli Me Tangere,31,Ang Sermon,4,"Ayon sa kanyang sermon, ang salita ng Diyos ay dapat magkaroon ng bunga sa bayan na iyon kung kaya’t ito ay hindi dapat itanim sa mabatong lupa."
Noli Me Tangere,31,Ang Sermon,5,"Nagbanggit din siya ng mga tao na dapat tinitingala dahil sa kanilang pananampalataya katulad ni David, Roland, at ang mga gwardiya sibil ng kalangitan."
Noli Me Tangere,31,Ang Sermon,6,Ang sermon ni Padre Damaso sa wikang Kastila ay hindi naiintindihan ng mga Indio.
Noli Me Tangere,31,Ang Sermon,7,"Tanging ang mga salitang tulisan, gwardiya sibil, San Francisco, at San Diego lang ang naiintindihan ng mga Indio."
Noli Me Tangere,31,Ang Sermon,8,Marami sa mga nakikinig ang inaantok na sa sermon ng pari.
Noli Me Tangere,31,Ang Sermon,9,Naghihikab na si Kapitan Tiago at sinusulyapan naman ni Maria Clara si Ibarra sa kanyang kinauupuan.
Noli Me Tangere,31,Ang Sermon,10,Pinatamaan ni Padre Damaso sa kaniyang sermon si Ibarra dahilan kung bakit nagalit ang binata.
Noli Me Tangere,31,Ang Sermon,11,Dagdag pa niya na ang mga anak ng mga erehe ay bastos at walang galang.
Noli Me Tangere,31,Ang Sermon,12,"Samantala, walang sinumang nakapansin na nakapasok si Elias sa simbahan."
Noli Me Tangere,31,Ang Sermon,13,Lumapit ito kay Ibarra at binalaan na mag-ingat sa seremonya ng pagbabasbas na gaganapin bukas.
Noli Me Tangere,31,Ang Sermon,14,"Aniya, huwag lalapit si Ibarra sa pundasyong bato dahil maaari niya itong ikamatay."
Noli Me Tangere,31,Ang Sermon,15,Bigla namang nawala si Elias ng minsan pang lingunin ito ni Ibarra.
Noli Me Tangere,32,Ang Paghugos,1,Nagtayo ang taong madilaw ng isang makinarya na siyang nagtataas at nagbababa ng mabibigat ng bagay gaya ng bato at bakal.
Noli Me Tangere,32,Ang Paghugos,2,"Ayon sa taong madilaw ay si Don Saturnino, lolo ni Ibarra pa ang nagturo sa kanya kung paano gamitin ang makinarya."
Noli Me Tangere,32,Ang Paghugos,3,Pinaghandaan ni Ibarra ang espesyal na okasyon.
Noli Me Tangere,32,Ang Paghugos,4,Nagpaluto siya ng masasarap na pagkain para sa lahat ng makikilahok.
Noli Me Tangere,32,Ang Paghugos,5,"Nagdaos naman ang mga guro ng palaro katulad ng palosebo, pabitin, at pukpok sa palayok."
Noli Me Tangere,32,Ang Paghugos,6,Nais ni Ibarra na maging masaya at matagumpay ang pagpapatayo sa paaralan.
Noli Me Tangere,32,Ang Paghugos,7,Mayroon ding masayang tugtugan na hatid ng banda.
Noli Me Tangere,32,Ang Paghugos,8,"Naroroon ang mga panauhing inanyayahan ni Ibarra katulad ng alkalde, Kapitan Tiago, alperes, at si Padre Salvi."
Noli Me Tangere,32,Ang Paghugos,9,Naroroon din ang mga naggagandahang dilag kung saan pansin na pansin ang kagandahan ni Maria Clara.
Noli Me Tangere,32,Ang Paghugos,10,Tumigil na ang tunog ng banda hudyat na magsisimula na ang seremonya.
Noli Me Tangere,32,Ang Paghugos,11,Pinalibutan ng lahat ang nakaukang bato.
Noli Me Tangere,32,Ang Paghugos,12,Nang mapatingala si Ibarra sa itaas ay nakita niya ang madilaw na lalaki na nakangisi.
Noli Me Tangere,32,Ang Paghugos,13,Biglang bumilis ang tibok ng puso niya at naalala ang babala ni Elias nung nasa simbahan.
Noli Me Tangere,32,Ang Paghugos,14,Nabuhayan naman siya ng loob nanng mapansing malapit si Elias sa kinaroroonan ng taong madilaw.
Noli Me Tangere,32,Ang Paghugos,15,Nagsimula nang magbigay ng sermon si Padre Salvi at mapapansing nangangatal ang boses habang nagbabasa.
Noli Me Tangere,32,Ang Paghugos,16,Ipinasok na ang kahong kristal sa tinggang bumbong.
Noli Me Tangere,32,Ang Paghugos,17,Nagmungkahi ang alkalde na si Ibarra ang maglagay sa ukang bato ngunit tumanggi ito at nagmungkahi na ang Eskribano nalang ang magsagawa nito.
Noli Me Tangere,32,Ang Paghugos,18,Agad na kinuha ng eksribano ang tinggang bumbong at bumaba sa baitang na kinaroroonan ng uka at inilagay ang mga katibayan ng kasaysayan.
Noli Me Tangere,32,Ang Paghugos,19,Binendisyunan ni Padre Salvi at sunud-sunod na bumaba sa hagdan ang mga piling panauhin.
Noli Me Tangere,32,Ang Paghugos,20,Isang ritwal ang paglalagay ng simyento.
Noli Me Tangere,32,Ang Paghugos,21,Pinangunahan ng alkalde ang ritwal na sinundan naman ni Padre Salvi.
Noli Me Tangere,32,Ang Paghugos,22,Habang bumababa ang pari ay tumingin ito sa umuugang bato na nakatali sa lubid.
Noli Me Tangere,32,Ang Paghugos,23,Madaling nagpalitada ang pari at pansin parin ang panginginig ng kanyang tuhod.
Noli Me Tangere,32,Ang Paghugos,24,Sunud- sunod nang nagpalitada ang iba pang piling panauhin.
Noli Me Tangere,32,Ang Paghugos,25,Napansin naman ni Padre Salvi na hindi pa nagpapalitada si Ibarra.
